Name,PropertyType,HostID,HostName,HostLocation,HostResponseTime,HostResponseRate,RoomType,BedType,MinNights,MaxNights,GuestCount,ExtraGuestCount,GuestWithPay,BedRoomsCount,No_Of_Beds,No_Of_Bathrooms,CancellationPolicy,Price,Currency,Address_Property,Location,LocationCode,Longitude,Latitude,Availability_365,Is_location_exact,Total_ReviewsCount,ReviewScores
Best location of ipanema- Rent Room,Apartment,42479080,Aracele,"Rio de Janeiro, State of Rio de Janeiro, Brazil",within an hour,100.0,Private room,Real Bed,2,1125,2,50.0,1.0,1.0,1.0,2.0,moderate,78.0,BRL,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,-43.1987408663964,-22.984820262121538,240,True,73,10.0
Stunning sunsets at your doorstep,Apartment,5786717,Viktoria,"Kihei, Hawaii, United States",within an hour,100.0,Entire home/apt,Real Bed,3,1125,4,0.0,1.0,1.0,2.0,1.0,strict_14_with_grace_period,262.0,USD,"Kihei, HI, United States",United States,US,-156.45868,20.75806,332,True,108,9.0
galata kulesi yakınındaki eviniz,Apartment,42576571,Mehtap,TR,a few days or more,0.0,Private room,Real Bed,1,90,2,0.0,1.0,1.0,2.0,1.0,flexible,248.0,TRY,"Galata-Beyoğlu, İstanbul, Turkey",Turkey,TR,28.97683,41.02819,365,False,0,10.0
pid MODERN 1 BED FLAT NEXT OLD TOWN,Apartment,3911721,Aurora,"Barcelona, Cataluña, Spain",a few days or more,44.0,Entire home/apt,Real Bed,1,1125,4,20.0,2.0,1.0,3.0,1.0,strict_14_with_grace_period,81.0,EUR,"Barcelona, Catalunya, Spain",Spain,ES,2.15958,41.38426,354,True,0,10.0
Private Room - Double Bed,House,42646485,Özgün,"Istanbul, İstanbul, Turkey",within a few hours,75.0,Private room,Real Bed,1,1125,1,0.0,1.0,1.0,1.0,1.0,flexible,69.0,TRY,"Besiktas, İstanbul, Turkey",Turkey,TR,28.99932,41.04598,365,False,0,10.0
ONE BED/ LUXURY @ COLUMBUS CIRCLE!,Apartment,3038687,Karen,"New York, New York, United States",within a day,86.0,Entire home/apt,Real Bed,45,1125,3,25.0,2.0,1.0,1.0,1.0,moderate,139.0,USD,"New York, NY, United States",United States,US,-73.98345,40.76704,0,True,16,10.0
Fantastic apartment in Copacabana,Apartment,4255118,Ricardo,"Rio de Janeiro, Rio de Janeiro, Brazil",within an hour,93.0,Entire home/apt,Real Bed,3,90,3,80.0,3.0,1.0,1.0,1.0,strict_14_with_grace_period,190.0,BRL,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,-43.18822162768543,-22.970112700305066,215,True,114,10.0
Shenzhen Luohu CBD Cosy apartment-Near Checkpoint,Apartment,25174149,Erik,"Shenzhen, Guangdong, China",Not Specified,100.0,Entire home/apt,Real Bed,30,360,2,58.0,1.0,1.0,1.0,1.0,strict_14_with_grace_period,314.0,CNY,"shenzhen, Guangdong, China",China,CN,114.12309,22.5381,364,False,1,8.0
"Villas Of Kamalii 20: Near Shops, Restaurants, And Beaches",Townhouse,42618840,Great Vacation Retreats,"Hawaii, United States",within an hour,100.0,Entire home/apt,Real Bed,5,365,6,0.0,1.0,2.0,3.0,3.0,super_strict_60,312.0,USD,"Princeville, HI, United States",United States,US,-159.4837,22.21751,276,False,31,10.0
Art Deco 2 bedroom apt huge terrace,Apartment,4713840,Brenda,"New South Wales, Australia",within an hour,100.0,Entire home/apt,Real Bed,21,90,4,0.0,1.0,2.0,3.0,1.0,flexible,225.0,AUD,"Coogee, NSW, Australia",Australia,AU,151.25046,-33.92002,310,True,12,10.0
Bamboo Bungalow with Ocean View,Bungalow,22045751,Karen,"Pāhoa, Hawaii, United States",within a day,50.0,Entire home/apt,Real Bed,1,1125,2,35.0,2.0,1.0,1.0,1.0,strict_14_with_grace_period,125.0,USD,"Pāhoa, HI, United States",United States,US,-154.9245,19.39931,365,True,0,10.0
Charming Studio by Bryant Park,Apartment,37670256,Elaine,"New York, New York, United States",Not Specified,100.0,Entire home/apt,Real Bed,1,1125,2,0.0,1.0,0.0,1.0,1.0,moderate,170.0,USD,"New York, NY, United States",United States,US,-73.98442,40.75245,0,True,3,10.0
Perfect Potts Point Pied-à-terre,Apartment,5065803,Jenny,"Sydney, New South Wales, Australia",within a few hours,100.0,Entire home/apt,Real Bed,4,400,2,0.0,1.0,0.0,1.0,1.0,strict_14_with_grace_period,149.0,AUD,"Potts Point, NSW, Australia",Australia,AU,151.22554,-33.8723,234,True,29,10.0
spacious 2 bedder with great views,Apartment,25309621,Sara,"Forest Lodge, New South Wales, Australia",within a day,75.0,Entire home/apt,Real Bed,2,1125,4,0.0,1.0,2.0,2.0,1.0,flexible,181.0,AUD,"Glebe, NSW, Australia",Australia,AU,151.18426,-33.87513,34,True,24,9.0
市中心特色唐樓 Downtown Guesthouse,Apartment,42871663,Carmen,Hong Kong,Not Specified,100.0,Shared room,Real Bed,1,1125,10,255.0,1.0,1.0,10.0,2.0,strict_14_with_grace_period,251.0,HKD,"Hong Kong, Kowloon, Hong Kong",Hong Kong,HK,114.17131,22.31858,0,True,20,9.0
Feel like in your own home in ŞİŞLİ,Apartment,4282661,Metin,Istanbul,Not Specified,100.0,Private room,Real Bed,1,30,1,0.0,1.0,1.0,1.0,1.0,flexible,174.0,TRY,"Istanbul, Istanbul, Turkey",Turkey,TR,28.98461,41.06243,365,False,0,10.0
Executive suite for rent - 475,Apartment,387422,Simplissimmo,"Montreal, Quebec, Canada",within an hour,99.0,Entire home/apt,Real Bed,30,1125,4,0.0,4.0,2.0,2.0,1.0,strict_14_with_grace_period,118.0,CAD,"Montreal, QC, Canada",Canada,CA,-73.57561,45.49387,365,True,2,10.0
"Poipu Shores 101B: AC, Oceanfront Deck, Pool Access",Condominium,42618840,Great Vacation Retreats,"Hawaii, United States",within an hour,100.0,Entire home/apt,Real Bed,5,365,2,0.0,1.0,1.0,1.0,1.5,super_strict_60,400.0,USD,"Poipu, HI, United States",United States,US,-159.44708,21.87114,269,False,23,9.0
Bondi Abode w/swimming pool,House,113874,Bondi Beach Holiday Homes,"Sydney, New South Wales, Australia",within a few hours,93.0,Entire home/apt,Real Bed,5,30,8,50.0,6.0,4.0,5.0,3.0,strict_14_with_grace_period,800.0,AUD,"Waverley, NSW, Australia",Australia,AU,151.25657,-33.89824,0,True,0,10.0
VB204-Spacious Upgraded Condo w/Partial Ocean View,Condominium,48697898,South Kohala,"Waimea, Hawaii, United States",within an hour,90.0,Entire home/apt,Real Bed,7,90,4,0.0,1.0,2.0,3.0,2.5,super_strict_60,482.0,USD,"Waikoloa, HI, United States",United States,US,-155.88686,19.91931,200,False,0,10.0
Fabulous & Spacious Bondi Beach pad,Apartment,4285221,Kate,"Sydney, New South Wales, Australia",Not Specified,100.0,Entire home/apt,Real Bed,3,5,2,0.0,1.0,1.0,1.0,1.0,strict_14_with_grace_period,195.0,AUD,"Bondi Beach, NSW, Australia",Australia,AU,151.27301,-33.88561,0,True,0,10.0
"Old Montreal Elegant 1BR, Business & Leisure",Serviced apartment,38459934,Alejandro,"Montreal, Québec, Canada",within a few hours,90.0,Entire home/apt,Real Bed,30,1125,2,0.0,1.0,1.0,1.0,1.0,moderate,64.0,CAD,"Montréal, Québec, Canada",Canada,CA,-73.55801,45.5049,89,True,7,10.0
Astoria Room Facing the Park,Townhouse,40336543,Simon,"New York, New York, United States",Not Specified,100.0,Private room,Real Bed,1,30,1,30.0,1.0,1.0,1.0,1.0,flexible,100.0,USD,"Queens, NY, United States",United States,US,-73.92894,40.76211,364,False,1,10.0
Oh-So-Close to Waikiki Beach Condo,Apartment,43202501,Ashlee,"Honolulu, Hawaii, United States",within an hour,97.0,Entire home/apt,Real Bed,2,1125,6,0.0,1.0,2.0,4.0,2.0,moderate,375.0,USD,"Honolulu, HI, United States",United States,US,-157.82145,21.27229,199,True,141,10.0
ON HIGHLINE! Private room & bath,Apartment,4323625,Arthur,"New York, New York, United States",within an hour,100.0,Private room,Real Bed,2,21,2,0.0,1.0,1.0,2.0,1.0,moderate,179.0,USD,"New York, NY, United States",United States,US,-74.00138,40.75284,153,True,237,10.0
Art Studio - Heart of Plateau,Apartment,2402679,Anastasia,"Montreal, Québec, Canada",within an hour,100.0,Entire home/apt,Pull-out Sofa,2,1125,3,35.0,1.0,1.0,1.0,1.0,moderate,113.0,CAD,"Montréal, Québec, Canada",Canada,CA,-73.57858,45.5256,332,False,136,10.0
Modern Balmoral Beach Apartment,Apartment,43076858,Kirrilly,"Sydney, New South Wales, Australia",Not Specified,100.0,Entire home/apt,Real Bed,1,1125,2,31.0,2.0,1.0,1.0,1.0,flexible,270.0,AUD,"Mosman, NSW, Australia",Australia,AU,151.24583,-33.82078,0,True,4,10.0
Cozy Flat very close to Taksim,Apartment,7256012,Can Emre,İstanbul,within a few hours,80.0,Entire home/apt,Real Bed,3,8,2,0.0,1.0,1.0,1.0,1.0,moderate,142.0,TRY,"Sisli, İstanbul, Turkey",Turkey,TR,28.98395,41.06308,364,False,29,10.0
Kona Coast 1 bed on ocean 4.5 star,Condominium,16687913,Jan,"Edmonton, Alberta, Canada",within a day,80.0,Entire home/apt,Real Bed,7,28,4,0.0,1.0,1.0,2.0,2.0,strict_14_with_grace_period,190.0,USD,"Kailua-Kona, HI, United States",United States,US,-155.96521,19.57103,51,True,0,10.0
Waikiki Condo with Free Parking,Condominium,43540300,Owen,"Honolulu, Hawaii, United States",within an hour,100.0,Entire home/apt,Real Bed,4,1125,2,0.0,1.0,1.0,1.0,1.0,moderate,135.0,USD,"Honolulu, HI, United States",United States,US,-157.8256,21.27864,259,True,136,10.0
D3 - Centro Ciudad / Pº de Gracia,Apartment,10704,Weflating,"Barcelona, Cataluña, Spain",within a day,83.0,Entire home/apt,Real Bed,25,120,10,25.0,3.0,4.0,9.0,2.0,strict_14_with_grace_period,130.0,EUR,"Barcelona, Catalunya, Spain",Spain,ES,2.16211,41.39658,255,True,0,10.0
saikung village house,House,43574043,Jiawen,"New Territories, Hong Kong",within an hour,91.0,Private room,Real Bed,1,1125,2,350.0,2.0,1.0,1.0,1.0,strict_14_with_grace_period,565.0,HKD,"Hong Kong, New Territories, Hong Kong",Hong Kong,HK,114.24814,22.35532,351,False,90,9.0
Estudio / Terraza P4 (S. Família) mínimo 32 NOCHES,Loft,3912625,Xavier,"Cabrils, Cataluña, Spain",within an hour,100.0,Entire home/apt,Pull-out Sofa,32,365,4,12.0,2.0,1.0,2.0,1.0,moderate,143.0,EUR,"Barcelona, Catalonia, Spain",Spain,ES,2.17199,41.40267,134,True,31,10.0
Wonderfull and historic Glebe.,Apartment,27981424,Elizabeth,"Glebe, New South Wales, Australia",within a few hours,100.0,Private room,Real Bed,4,1125,2,0.0,1.0,1.0,1.0,1.0,moderate,119.0,AUD,"Glebe, NSW, Australia",Australia,AU,151.18563,-33.8766,5,False,28,10.0
Red Apple Apart No: 05 - 3ed Floor,Apartment,43566981,Red,"Istanbul, İstanbul, Turkey",Not Specified,100.0,Entire home/apt,Real Bed,1,1125,6,105.0,6.0,2.0,2.0,1.0,flexible,527.0,TRY,"Istanbul, İnönü Mahallesi, Şişli, Papa Roncalli Sk. No:43, İstanbul, Turkey",Turkey,TR,28.98455,41.04315,0,False,0,10.0
Flower Power Room,Apartment,41525142,Príncipe Jorge,"Barcelona, Catalonia, Spain",Not Specified,100.0,Private room,Real Bed,1,3,2,10.0,1.0,1.0,1.0,2.0,flexible,40.0,EUR,"Barcelona, Catalunya, Spain",Spain,ES,2.16676,41.40103,0,True,0,10.0
Quiet Montreal Apartment,Apartment,4832491,William,"Montreal, Quebec, Canada",within an hour,100.0,Entire home/apt,Real Bed,1,1125,4,10.0,1.0,1.0,1.0,1.0,flexible,43.0,CAD,"Montréal, Québec, Canada",Canada,CA,-73.62043,45.527590000000004,0,True,9,10.0
Apt.cerca SagradaFamilia (4pax) SF2,Apartment,10380563,Tendency,"Barcelona, Catalonia, Spain",within an hour,100.0,Entire home/apt,Real Bed,3,137,4,0.0,1.0,1.0,2.0,1.0,strict_14_with_grace_period,105.0,EUR,"Barcelona, Catalunya, Spain",Spain,ES,2.17905,41.40735,179,True,45,9.0
#2 SUNNY DOUBLE BATHROOM 5 PAX FLAT,Apartment,10790256,Farouq,istanbul,within an hour,100.0,Entire home/apt,Real Bed,3,1125,5,89.0,4.0,2.0,3.0,2.0,flexible,185.0,TRY,"Istanbul, İstanbul, Turkey",Turkey,TR,28.97054,41.00369,305,True,34,10.0
Aruna Hotel - Triple Room,Bed and breakfast,43801507,Osman,"Istanbul, İstanbul, Turkey",Not Specified,100.0,Private room,Real Bed,1,1125,4,0.0,1.0,1.0,2.0,1.0,flexible,538.0,TRY,"Fatih/Sultanahmet, İstanbul, Turkey",Turkey,TR,28.98123,41.00308,365,False,0,10.0
Luxury apartment,Apartment,38442612,Neil,Hong Kong,Not Specified,100.0,Private room,Real Bed,1,5,1,0.0,1.0,1.0,1.0,1.0,flexible,785.0,HKD,"Hong Kong, Kowloon, Hong Kong",Hong Kong,HK,114.162,22.30442,0,True,0,10.0
Easton Inn* Cozy 2 bed room[持牌宾馆]R2,Boutique hotel,6110860,May,Hong Kong,within an hour,98.0,Private room,Real Bed,1,1125,3,0.0,1.0,1.0,2.0,1.0,strict_14_with_grace_period,502.0,HKD,"Hong Kong, Hong Kong, Kowloon, Hong Kong",Hong Kong,HK,114.17072,22.30903,353,True,71,9.0
Spacious 1 BR Near the Water UES,Apartment,1723222,Nick,"New York, New York, United States",Not Specified,100.0,Entire home/apt,Real Bed,4,1125,3,0.0,1.0,1.0,1.0,1.0,flexible,250.0,USD,"New York, NY, United States",United States,US,-73.94872,40.77613,0,True,1,10.0
Last Minute Specials~Heated Pool~Steps to Beach!,House,17709954,David,"Waimanalo, Hawaii, United States",within a few hours,100.0,Entire home/apt,Real Bed,4,1125,9,50.0,8.0,4.0,4.0,3.0,strict_14_with_grace_period,890.0,USD,"Waimanalo, HI, United States",United States,US,-157.69918,21.33934,196,True,28,10.0
"Gorgeous Brooklyn Brownstone Flat, Great Location!",Townhouse,6444987,Jason,"New York, New York, United States",within an hour,100.0,Entire home/apt,Real Bed,2,30,4,20.0,4.0,1.0,2.0,1.0,strict_14_with_grace_period,155.0,USD,"Brooklyn, NY, United States",United States,US,-73.93038,40.68121,287,True,170,10.0
Gorgeous Hawaiiana Home near beach,House,8055475,Jose,"Honolulu, Hawaii, United States",within an hour,100.0,Entire home/apt,Real Bed,4,60,8,150.0,8.0,4.0,5.0,4.5,strict_14_with_grace_period,850.0,USD,"Honolulu, HI, United States",United States,US,-157.83414,21.30861,313,True,35,10.0
Grand Loft-Plateau-Parc Lafontaine,Apartment,19033644,Paul,"Valence, Auvergne-Rhône-Alpes, France",Not Specified,100.0,Private room,Real Bed,3,20,2,0.0,1.0,1.0,1.0,1.0,flexible,40.0,CAD,"Montréal, Québec, Canada",Canada,CA,-73.57699,45.52994,0,True,0,10.0
One bedroom Bondi Beach Apartment.,Apartment,44049193,Sandra,"Bondi Beach, New South Wales, Australia",Not Specified,100.0,Entire home/apt,Real Bed,5,1125,2,0.0,1.0,1.0,1.0,1.0,moderate,280.0,AUD,"Bondi Beach, NSW, Australia",Australia,AU,151.27184,-33.89345,0,False,11,9.0
antiquehouse deluxe 3rs w/terrace1,Apartment,6504006,Chile,HK,within a few hours,100.0,Entire home/apt,Real Bed,1,2,4,0.0,1.0,3.0,5.0,1.0,flexible,1782.0,HKD,"Hong Kong Island, New Territories, Hong Kong",Hong Kong,HK,114.19206,22.28266,0,False,3,10.0
"Excelent Apartment in Botafogo, Rio",Apartment,18369878,Marcelo,"Rio de Janeiro, State of Rio de Janeiro, Brazil",Not Specified,100.0,Entire home/apt,Real Bed,3,17,6,0.0,1.0,3.0,4.0,2.5,strict_14_with_grace_period,1790.0,BRL,"Rio de Janeiro, State of Rio de Janeiro, Brazil",Brazil,BR,-43.19279186042643,-22.950522512592006,0,True,0,10.0
{Berry} Chocolate Charm Concept - Terrace,Serviced apartment,1938185,Güner - Berivan - Erdal,"Istanbul, Istanbul, Turkey",within an hour,100.0,Entire home/apt,Real Bed,2,1125,2,60.0,2.0,1.0,1.0,1.0,moderate,137.0,TRY,"İstanbul, Turkey, Turkey",Turkey,TR,28.97405,41.03683,353,True,75,9.0
City center private room till 23/9,Apartment,13216414,Lee,Hong Kong,within a few hours,100.0,Private room,Real Bed,1,1125,1,0.0,1.0,1.0,1.0,1.0,flexible,251.0,HKD,"Hong Kong, Kowloon, Hong Kong",Hong Kong,HK,114.18728,22.30536,0,True,1,10.0
BEST Location in Heart of Astoria!!,Apartment,44089351,Cristiano,"New York, New York, United States",within an hour,100.0,Entire home/apt,Real Bed,1,1125,6,25.0,1.0,2.0,2.0,1.0,strict_14_with_grace_period,109.0,USD,"Queens, NY, United States",United States,US,-73.90728,40.77469,317,True,182,9.0
Ocean & Beach View Condo WBR H204,Resort,34386367,Kauai Calls!,"Kauai, Hawaii ",within an hour,100.0,Private room,Real Bed,3,1125,6,0.0,6.0,2.0,3.0,3.0,super_strict_60,430.0,USD,"Kapaa, HI, United States",United States,US,-159.31904,22.06207,223,True,2,10.0
Quiet Tropical Beachside Haven,House,27629241,Helen,"Fairlight, New South Wales, Australia",within a day,50.0,Entire home/apt,Real Bed,4,30,5,0.0,1.0,3.0,3.0,2.5,strict_14_with_grace_period,330.0,AUD,"Fairlight, NSW, Australia",Australia,AU,151.27616,-33.79124,346,True,4,10.0
"Repos & Manna Downtown Montreal,  Rm #1, sleeps 3",Bed and breakfast,3850638,Tony,"Montreal, Quebec, Canada",within an hour,100.0,Private room,Real Bed,2,14,3,30.0,3.0,1.0,3.0,2.0,flexible,157.0,CAD,"Montreal, QC, Canada",Canada,CA,-73.5739,45.48749,180,True,0,10.0
"Modern top floor unit in Brookvale, close to beach",Apartment,34085307,Jo,"Sydney, New South Wales, Australia",Not Specified,100.0,Entire home/apt,Real Bed,2,10,4,0.0,2.0,2.0,2.0,2.0,strict_14_with_grace_period,109.0,AUD,"Brookvale, NSW, Australia",Australia,AU,151.27651,-33.75869,0,True,7,10.0
BEDROOM PRIVATE COMFY NEAR 6 TRAIN NO CURFEW,House,44260966,Alicia,Bronx NY,within an hour,100.0,Private room,Real Bed,2,30,1,0.0,1.0,1.0,1.0,1.0,moderate,28.0,USD,"Bronx, NY, United States",United States,US,-73.86514,40.82939,146,True,87,10.0
Historic East Village Townhouse,House,4390639,Joanna,"New York, New York, United States",within a few hours,90.0,Entire home/apt,Real Bed,2,1125,4,100.0,4.0,2.0,2.0,2.5,strict_14_with_grace_period,495.0,USD,"New York, NY, United States",United States,US,-73.98956,40.73345,344,True,57,10.0
Rustic Home in Perfect Location,House,9708209,Karen,"Sydney, New South Wales, Australia",Not Specified,100.0,Private room,Real Bed,3,1125,2,20.0,1.0,1.0,1.0,1.0,strict_14_with_grace_period,71.0,AUD,"Waverley, NSW, Australia",Australia,AU,151.25396,-33.89823,0,True,5,10.0
S8 (private Single RM)TsimShaTsui MTR Station,Apartment,24215902,Sam,HK,within a day,76.0,Private room,Real Bed,1,1125,1,0.0,1.0,1.0,1.0,1.0,strict_14_with_grace_period,188.0,HKD,"Hong Kong, Kowloon, Hong Kong",Hong Kong,HK,114.1715,22.29812,347,False,74,9.0
Kailua Kona Village Breeze Condo,Apartment,44376531,Alethea,"Kailua-Kona, Hawaii, United States",within an hour,100.0,Entire home/apt,Real Bed,2,29,2,0.0,1.0,1.0,1.0,1.0,strict_14_with_grace_period,120.0,USD,"Kailua-Kona, HI, United States",United States,US,-155.99162,19.63593,127,True,171,10.0
4 bedroom home W/diamond head view w/parking,House,42536781,Kaiser & Teru,"Honolulu, Hawaii, United States",within a day,100.0,Entire home/apt,Real Bed,3,1125,6,0.0,1.0,4.0,4.0,2.5,moderate,275.0,USD,"Honolulu, HI, United States",United States,US,-157.79147,21.28846,173,True,38,9.0
meublé tout équipé pieds dans l'eau,Apartment,40850334,Martine,"Noumea, South Province, New Caledonia",within a few hours,100.0,Entire home/apt,Real Bed,3,365,4,0.0,1.0,2.0,2.0,1.0,strict_14_with_grace_period,78.0,EUR-P,"Árvore, Porto, Portugal",Portugal,PT,-8.73747,41.33118,365,True,4,9.0
Gayfriendly Flat in Sisli,Apartment,44404274,Melih,"Istanbul, İstanbul, Turkey",Not Specified,100.0,Private room,Real Bed,1,29,2,89.0,1.0,1.0,1.0,1.0,flexible,121.0,TRY,"Şişli, İstanbul, Turkey",Turkey,TR,28.99683,41.07385,365,False,0,10.0
"Full Bedroom Avaliable, Astoria",Apartment,1411399,Carlos,"New York, New York, United States",within a few hours,88.0,Private room,Real Bed,1,1125,2,20.0,1.0,1.0,1.0,1.0,flexible,99.0,USD,"Astoria, NY, United States",United States,US,-73.91325,40.76615,365,True,5,8.0
big twin room at a lovely & sunny downtown apt,Apartment,8935422,Paula,"Porto, Porto District, Portugal",within an hour,94.0,Private room,Real Bed,2,1125,2,15.0,2.0,1.0,2.0,1.0,strict_14_with_grace_period,40.0,EUR-P,"Porto, Porto District, Portugal",Portugal,PT,-8.5999,41.15908,147,False,0,10.0
Sunny unit 2 bedrooms near beach,Apartment,2881498,Julien,"Sydney, New South Wales, Australia",Not Specified,100.0,Entire home/apt,Real Bed,7,1125,4,0.0,1.0,2.0,2.0,1.0,flexible,200.0,AUD,"Mosman, NSW, Australia",Australia,AU,151.24366,-33.82489,0,True,0,10.0
Cozy Flat in Uskudar,Apartment,3876588,Ali,İstanbul,within an hour,100.0,Entire home/apt,Real Bed,3,92,3,0.0,1.0,2.0,2.0,1.0,moderate,127.0,TRY,"Üsküdar, İstanbul, Turkey",Turkey,TR,29.01386,41.01205,240,False,43,10.0
Copacabana Beautiful Studio Beside Ipanema,Apartment,4421271,Monica,"Rio de Janeiro, Rio de Janeiro, Brazil",within an hour,100.0,Entire home/apt,Real Bed,3,365,2,0.0,1.0,0.0,1.0,1.0,moderate,157.0,BRL,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,-43.19556815835065,-22.982738721442146,116,True,227,10.0
Large Garden Duplex on Park block,Apartment,4422368,Dirk,"New York, New York, United States",within an hour,100.0,Entire home/apt,Real Bed,3,1125,7,80.0,7.0,2.0,5.0,1.5,strict_14_with_grace_period,560.0,USD,"New York, NY, United States",United States,US,-73.97314,40.78689,288,True,87,10.0
The Delightful Bamboo Suite 308 Close to Beach,Condominium,43793840,Mark,"Honolulu, Hawaii, United States",within an hour,99.0,Entire home/apt,Real Bed,3,1125,4,0.0,1.0,0.0,2.0,1.0,moderate,138.0,USD,"Honolulu, HI, United States",United States,US,-157.82454,21.27631,281,True,81,9.0
"Huge 1 BR Apt close to A,B,C,D &1 trains",Apartment,44630169,Stephen,"New York, New York, United States",Not Specified,100.0,Entire home/apt,Real Bed,2,90,2,0.0,1.0,1.0,1.0,1.0,strict_14_with_grace_period,68.0,USD,"New York, NY, United States",United States,US,-73.9453,40.82725,0,True,9,10.0
KICK BACK & RELAX BEACH BUNGALOW!,House,17918190,Tina,"Kailua, Hawaii, United States",within a few hours,80.0,Private room,Real Bed,1,300,4,30.0,2.0,1.0,1.0,1.5,strict_14_with_grace_period,111.0,USD,"Kailua, HI, United States",United States,US,-157.7464,21.40158,74,True,49,10.0
Habitación privada,Condominium,44871936,Gabriel,ES,within a few hours,91.0,Private room,Real Bed,31,1125,1,0.0,1.0,1.0,1.0,2.0,strict_14_with_grace_period,12.0,EUR,"Barcelona, Catalunya, Spain",Spain,ES,2.14039,41.37357,252,False,4,9.0
Library Room 1 Rambla Catalunya,Apartment,44913823,Karla,"Barcelona, Catalonia, Spain",within an hour,93.0,Shared room,Real Bed,1,1125,1,0.0,1.0,1.0,5.0,1.0,strict_14_with_grace_period,17.0,EUR,"Barcelona, Catalunya, Spain",Spain,ES,2.15765,41.39898,364,False,109,9.0
