Name,PropertyType,HostID,HostName,HostLocation,HostResponseTime,HostResponseRate,RoomType,BedType,MinNights,MaxNights,GuestCount,ExtraGuestCount,GuestWithPay,BedRoomsCount,No_Of_Beds,No_Of_Bathrooms,CancellationPolicy,Price,Currency,Address_Property,Location,LocationCode,Longitude,Latitude,Availability_365,Is_location_exact,Total_ReviewsCount,ReviewScores
Homy Cozy Place,Apartment,3914304,Silvia E Sidiney,"Sao Paulo, São Paulo, Brazil",within a few hours,100.0,Entire home/apt,Real Bed,2,1125,4,50.0,3.0,1.0,1.0,1.0,strict_14_with_grace_period,145.0,BRL,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,-43.18829729959148,-22.974336342468238,350,True,23,10.0
Private rooms in heart of Chelsea,Apartment,3920522,Erik,"New York, New York, United States",within a day,50.0,Private room,Real Bed,5,60,2,20.0,2.0,1.0,1.0,1.0,moderate,155.0,USD,"New York, NY, United States",United States,US,-74.00119,40.74314,74,True,17,10.0
Orient erleben zu Zweit,Apartment,29107000,Filiz,"Cologne, North Rhine-Westphalia, Germany",Not Specified,100.0,Private room,Real Bed,1,1125,2,60.0,1.0,1.0,1.0,1.0,flexible,169.0,TRY,"üsküdar, İstanbul, Turkey",Turkey,TR,29.01602,41.01932,365,False,0,10.0
Ev merkezi bir yer,Townhouse,39225417,Özcan,TR,Not Specified,100.0,Private room,Real Bed,1,1125,2,0.0,1.0,1.0,2.0,1.0,flexible,401.0,TRY,"Kadıköy, İstanbul, Turkey",Turkey,TR,29.03461,41.00781,365,False,0,10.0
"Clean, Cheap, Peacefull and Central",Apartment,39116075,Engin,"İstanbul, İstanbul, Turkey",Not Specified,100.0,Private room,Real Bed,1,1125,2,0.0,1.0,1.0,1.0,1.0,flexible,153.0,TRY,"Şişli, Harbiye, İstanbul, Turkey",Turkey,TR,28.98522,41.04545,365,False,0,10.0
Right in the heart of Montreal!!,Apartment,575127,Micheline,"Toronto, Ontario, Canada",Not Specified,100.0,Entire home/apt,Real Bed,1,1125,2,0.0,1.0,2.0,2.0,1.0,flexible,125.0,CAD,"Montréal, Québec, Canada",Canada,CA,-73.57123,45.51768,0,True,3,10.0
Modern Apartment in NOHO / SOHO,Apartment,11279503,Bobby,"New York, New York, United States",Not Specified,100.0,Private room,Real Bed,1,1125,1,0.0,1.0,1.0,1.0,1.0,strict_14_with_grace_period,125.0,USD,"New York, NY, United States",United States,US,-73.99555,40.7256,0,True,3,9.0
Large 1 Bedroom Bondi Apartment,Apartment,38819397,George,"Bondi Beach, New South Wales, Australia",Not Specified,100.0,Entire home/apt,Real Bed,7,1125,3,0.0,1.0,1.0,1.0,1.0,strict_14_with_grace_period,87.0,AUD,"Sydney, NSW, Australia",Australia,AU,151.26204,-33.89108,0,False,2,8.0
Lumière sur le plateau,Apartment,39386711,Karine,CA,Not Specified,100.0,Entire home/apt,Real Bed,1,1125,3,0.0,1.0,2.0,2.0,1.0,flexible,101.0,CAD,"Montréal, Québec, Canada",Canada,CA,-73.57317,45.53339,0,False,1,10.0
"Cozy Cottage, Room #2",House,9738212,Allison & Gary,"Hawaii, United States",within an hour,97.0,Private room,Real Bed,1,31,2,10.0,1.0,1.0,1.0,1.0,strict_14_with_grace_period,60.0,USD,"Haleiwa, HI, United States",United States,US,-158.02898,21.68145,278,True,308,9.0
Mitchell Manor,Apartment,3964655,Nicole,"New York, New York, United States",within a few hours,100.0,Entire home/apt,Real Bed,3,30,4,0.0,1.0,1.0,1.0,1.0,strict_14_with_grace_period,125.0,USD,"Brooklyn, NY, United States",United States,US,-73.93687,40.67958,292,True,102,9.0
Voyager House near Taksim square   Entire house,Apartment,32406596,Shahrzad,"İstanbul, İstanbul, Turkey",within an hour,100.0,Entire home/apt,Real Bed,2,1125,6,0.0,1.0,2.0,3.0,1.5,strict_14_with_grace_period,237.0,TRY,"Beyoglu, İstanbul, Turkey",Turkey,TR,28.97795,41.04559,295,True,48,9.0
Beautiful remodeled Ocean view Studio,Condominium,80049,Lori & Mike,"Vancouver, Washington, United States",within an hour,100.0,Entire home/apt,Real Bed,3,60,2,0.0,1.0,0.0,1.0,1.0,strict_14_with_grace_period,115.0,USD,"Lahaina, HI, United States",United States,US,-156.66421,20.98967,225,True,35,9.0
Large Home near Manly and Northern Beaches,House,19675167,Mari,"Sydney, New South Wales, Australia",within a few hours,100.0,Entire home/apt,Real Bed,2,1125,6,25.0,6.0,4.0,4.0,2.5,strict_14_with_grace_period,300.0,AUD,"Beacon Hill, NSW, Australia",Australia,AU,151.26562,-33.75694,10,False,3,10.0
PORTO HAPPY FLATS - Sto. Ildefonso1,Apartment,25999916,Gustavo,"Porto, Porto District, Portugal",within an hour,100.0,Entire home/apt,Real Bed,2,1125,3,5.0,3.0,1.0,2.0,1.0,moderate,60.0,EUR-P,"Porto, Porto, Portugal",Portugal,PT,-8.60402,41.14771,365,True,6,9.0
Huge 3 bedroom apt on Nathan Rd -KD,House,35973739,Yau,Hong Kong,within an hour,100.0,Entire home/apt,Real Bed,1,1125,8,50.0,7.0,3.0,3.0,1.0,strict_14_with_grace_period,997.0,HKD,"Hong Kong, Kowloon, Hong Kong",Hong Kong,HK,114.17289,22.30649,311,True,176,8.0
One bedroom apartment in Istanbul,Apartment,3988379,Omer,"Istanbul, Istanbul, Turkey",Not Specified,100.0,Entire home/apt,Real Bed,1,1125,2,0.0,1.0,1.0,1.0,1.0,flexible,485.0,TRY,"Istanbul, Istanbul, Turkey",Turkey,TR,28.97601,41.07329,365,True,0,10.0
"Funky, Quiet, Safe EV Walk-Up",Apartment,4582155,Aaron,"New York, New York, United States",Not Specified,100.0,Entire home/apt,Real Bed,3,1125,3,0.0,1.0,2.0,2.0,1.0,moderate,140.0,USD,"New York, NY, United States",United States,US,-73.98009,40.72475,0,True,0,10.0
Contemporary Loft near Plaza Cat.Sleeps 4- Coli 54,Apartment,39328627,Enjoybcn,"Barcelona, Catalonia, Spain",within an hour,98.0,Entire home/apt,Real Bed,1,1125,4,0.0,4.0,0.0,2.0,1.0,strict_14_with_grace_period,80.0,EUR,"Barcelona, Catalunya, Spain",Spain,ES,2.16612,41.38817,268,True,82,10.0
Entire family home,Apartment,4015960,Andrea,"Montreal, Quebec, Canada",Not Specified,100.0,Entire home/apt,Real Bed,3,30,5,0.0,1.0,2.0,3.0,1.0,moderate,75.0,CAD,"Montreal, QC, Canada",Canada,CA,-73.60524,45.54601,0,True,7,8.0
Porto Central Flat I,Apartment,3953109,Feels Like Home,"Lisbon, Lisboa, Portugal",within an hour,98.0,Entire home/apt,Real Bed,2,1125,5,50.0,5.0,2.0,2.0,1.0,moderate,54.0,EUR-P,"Porto, Porto, Portugal",Portugal,PT,-8.61651,41.14498,321,True,31,9.0
"ABSOLUTE BEACHFRONT Swim, Sun, Surf",Condominium,27793648,Trevor,Maui Hi.,within an hour,100.0,Entire home/apt,Real Bed,30,365,3,20.0,3.0,1.0,2.0,1.0,strict_14_with_grace_period,79.0,USD,"Waianae, HI, United States",United States,US,-158.21248,21.46174,203,True,7,10.0
Porto Charming Studio,Apartment,3953109,Feels Like Home,"Lisbon, Lisboa, Portugal",within an hour,98.0,Entire home/apt,Real Bed,2,1125,3,0.0,1.0,1.0,2.0,1.0,moderate,40.0,EUR-P,"Porto, Porto, Portugal",Portugal,PT,-8.61434,41.15094,316,True,16,9.0
>>>Cozy Ocean View Getaway in Heart of Honolulu!,Apartment,6990924,Sarah,USA,within an hour,99.0,Entire home/apt,Real Bed,2,1125,6,15.0,4.0,2.0,2.0,2.0,strict_14_with_grace_period,90.0,USD,"Honolulu, HI, United States",United States,US,-157.85062,21.30094,331,True,16,8.0
TOP LOC PVT RM BCHFRNT NORTH SHORE HI $150 @ 2PAX,House,40211934,Paul,"Haleiwa, Hawaii, United States",within an hour,95.0,Private room,Real Bed,3,1125,2,0.0,1.0,1.0,2.0,1.0,strict_14_with_grace_period,150.0,USD,"Haleiwa, HI, United States",United States,US,-158.05107,21.66414,26,True,93,10.0
Sunny private room: Newtown terrace,House,40253516,Isabella,"New South Wales, Australia",within a few hours,100.0,Private room,Real Bed,1,1125,2,10.0,1.0,1.0,1.0,2.0,moderate,50.0,AUD,"Newtown, NSW, Australia",Australia,AU,151.18704,-33.89415,0,True,8,9.0
"Condo rénové, moderne et ancestral",Apartment,25224841,Philippe-Alexandre,"Montreal, Quebec, Canada",Not Specified,100.0,Entire home/apt,Real Bed,3,1125,6,15.0,1.0,2.0,3.0,1.0,moderate,60.0,CAD,"Montréal, Québec, Canada",Canada,CA,-73.56749,45.53359,0,False,1,10.0
A+ Fun HK- Central of Asia,Apartment,27512581,Wesley,"Hong Kong, Hong Kong",within a few hours,93.0,Private room,Real Bed,1,1125,1,0.0,1.0,1.0,1.0,1.0,strict_14_with_grace_period,212.0,HKD,"Shueng Wan, Hong Kong Island, Hong Kong",Hong Kong,HK,114.15212,22.28561,317,False,66,10.0
Studio in Chelsea,Apartment,3949235,Lior,"New York, New York, United States",within a few hours,100.0,Entire home/apt,Real Bed,8,1125,2,0.0,1.0,1.0,1.0,1.0,moderate,105.0,USD,"New York, NY, United States",United States,US,-74.00287,40.75039,70,True,0,10.0
The Wielingen,Condominium,40371157,Jimmy,"New York, New York, United States",within an hour,100.0,Private room,Real Bed,1,1125,2,25.0,2.0,1.0,1.0,1.0,moderate,95.0,USD,"Bronx, NY, United States",United States,US,-73.90156,40.82417,0,True,182,9.0
Nice apartment near Camp Nou - A/C and Wifi,Apartment,40430085,Nil,"Barcelona, Catalonia, Spain",within an hour,100.0,Entire home/apt,Real Bed,3,365,3,15.0,2.0,1.0,2.0,1.0,strict_14_with_grace_period,45.0,EUR,"L'Hospitalet de Llobregat, Catalunya, Spain",Spain,ES,2.12422,41.3748,179,True,164,10.0
Central comfort flat,Apartment,30528370,Emre,"Brno, South Moravian Region, Czech Republic",Not Specified,100.0,Entire home/apt,Real Bed,7,1125,4,0.0,1.0,2.0,3.0,1.0,moderate,100.0,TRY,"Şişli, İstanbul, Turkey",Turkey,TR,28.99531,41.07186,0,False,0,10.0
Belle chambre calme,Apartment,40527700,Aurélien,"Montreal, Québec, Canada",Not Specified,100.0,Private room,Real Bed,1,3,2,8.0,1.0,1.0,1.0,1.0,flexible,30.0,CAD,"Montréal, Québec, Canada",Canada,CA,-73.54518,45.55946,353,True,99,10.0
"Leilani Loft, walk to Anini Beach",Condominium,4285884,Mana,"California, United States",within an hour,100.0,Entire home/apt,Real Bed,3,1125,2,25.0,2.0,0.0,1.0,1.0,strict_14_with_grace_period,129.0,USD,"Princeville, HI, United States",United States,US,-159.46996,22.21592,252,False,117,10.0
4BR family home nr beaches and park,House,40553892,Sharon,"Sydney, New South Wales, Australia",Not Specified,100.0,Entire home/apt,Real Bed,5,1125,7,0.0,1.0,4.0,7.0,2.0,moderate,495.0,AUD,"Randwick, NSW, Australia",Australia,AU,151.2503,-33.9096,0,True,3,9.0
Beautiful spacious room!,Apartment,1984725,Pilar,"New York, New York, United States",within a day,50.0,Private room,Real Bed,3,1125,2,20.0,1.0,1.0,1.0,1.0,moderate,99.0,USD,"New York, NY, United States",United States,US,-73.98385,40.72143,38,True,11,10.0
EIXAMPLE DELIGHT - Cozy & Bright Apartment,Apartment,23966581,Just,"Sant Pere de Ribes, Catalunya, Spain",within an hour,100.0,Entire home/apt,Real Bed,3,1125,4,0.0,1.0,2.0,3.0,1.0,moderate,115.0,EUR,"Barcelona, Catalunya, Spain",Spain,ES,2.16236,41.39078,194,True,132,10.0
TsimShaTsui Wellyet Guest House Long Stay @ Room 8,Apartment,40699783,Natalie,Hong Kong,within an hour,100.0,Private room,Real Bed,1,1125,2,100.0,2.0,1.0,1.0,1.0,strict_14_with_grace_period,283.0,HKD,"Hong Kong, Kowloon, Hong Kong",Hong Kong,HK,114.17164,22.29676,330,True,42,10.0
Ocean View Condo in the Heart of Kihei!,Apartment,23411302,Cindy,"Newark, New Jersey, United States",within an hour,100.0,Entire home/apt,Real Bed,2,1125,6,0.0,1.0,2.0,2.0,2.0,strict_14_with_grace_period,157.0,USD,"Kihei, HI, United States",United States,US,-156.44638,20.72575,184,True,33,10.0
Bohemian 4BR in Plateau by Sonder,Apartment,12243051,Sonder,"San Francisco, California, United States",within an hour,94.0,Entire home/apt,Real Bed,2,1125,7,7.0,8.0,4.0,4.0,1.0,strict_14_with_grace_period,107.0,CAD,"Montréal, QC, Canada",Canada,CA,-73.57114,45.51542,0,True,58,9.0
Single room Flushing G/ Lorimer JMZ,Apartment,40890035,Sean,"New York, New York, United States",Not Specified,100.0,Private room,Real Bed,1,6,2,0.0,1.0,1.0,1.0,1.0,moderate,60.0,USD,"Brooklyn, NY, United States",United States,US,-73.9528,40.70018,0,True,5,10.0
"Basement Beach Apartment, Rockaways",Apartment,40895369,Vanda,"New York, New York, United States",within a day,75.0,Entire home/apt,Futon,1,1125,2,10.0,2.0,1.0,1.0,1.0,moderate,70.0,USD,"Rockaway Beach, NY, United States",United States,US,-73.81066,40.58881,357,True,62,9.0
"旺角旅馆,三人至4人房,2 分钟到地铁",Serviced apartment,30770000,Jie,HK,within an hour,100.0,Private room,Real Bed,1,1125,4,100.0,3.0,1.0,3.0,1.0,strict_14_with_grace_period,353.0,HKD,"Mongkok, Kowloon, Hong Kong",Hong Kong,HK,114.16785,22.32117,337,False,61,9.0
Apartment Sleep 4 by the beach,Apartment,8161650,Manuel,"Porto, Porto District, Portugal",within an hour,100.0,Entire home/apt,Real Bed,4,1125,4,0.0,4.0,2.0,4.0,1.0,strict_14_with_grace_period,50.0,EUR-P,"Porto, Porto, Portugal",Portugal,PT,-8.67594,41.15493,138,False,35,8.0
Sunny studio in Williamsburg,Apartment,7285322,Allie,"New York, New York, United States",Not Specified,100.0,Entire home/apt,Real Bed,3,112,2,0.0,1.0,0.0,1.0,1.0,moderate,150.0,USD,"Brooklyn, NY, United States",United States,US,-73.95352,40.71607,0,True,9,10.0
Classy Apartment in Boavista,Serviced apartment,34994986,Baumhaus,"Porto, Porto District, Portugal",within an hour,100.0,Entire home/apt,Real Bed,1,1125,4,20.0,2.0,0.0,2.0,1.0,moderate,178.0,EUR-P,"Porto, Porto, Portugal",Portugal,PT,-8.62317,41.15725,336,True,4,10.0
Oporto Best View,Apartment,41020666,Jorge,"Maia, Porto District, Portugal",within an hour,100.0,Entire home/apt,Real Bed,2,1125,4,10.0,4.0,1.0,2.0,1.0,strict_14_with_grace_period,55.0,EUR-P,"Porto, Porto, Portugal",Portugal,PT,-8.61748,41.14172,352,True,240,10.0
Spacious apt in the heart of EV,Apartment,1619994,Emma,"New York, New York, United States",within a day,100.0,Entire home/apt,Real Bed,4,1125,3,0.0,1.0,1.0,2.0,1.0,moderate,150.0,USD,"New York, NY, United States",United States,US,-73.98639,40.72822,0,True,10,10.0
"ExtendALL, PORTO Studio 1",Loft,4115877,Bruno,"Leça da Palmeira, Porto District, Portugal",within an hour,100.0,Entire home/apt,Real Bed,2,360,3,15.0,2.0,1.0,3.0,1.0,strict_14_with_grace_period,75.0,EUR-P,"Porto, Porto District, Portugal",Portugal,PT,-8.61844,41.14195,203,True,20,10.0
Room in very central apt in Kadıkoy,Loft,205284,Yetkin,"Istanbul, Istanbul, Turkey",Not Specified,100.0,Private room,Real Bed,3,1125,3,30.0,1.0,1.0,2.0,1.5,flexible,148.0,TRY,"Kadıköy, İstanbul, Turkey",Turkey,TR,29.03035,40.98978,180,False,0,10.0
Manhattan Club (1 bedroom/Sleeps 4),Apartment,41147578,Kleon,Switzerland,Not Specified,100.0,Entire home/apt,Real Bed,1,7,4,0.0,1.0,1.0,2.0,2.0,flexible,420.0,USD,"New York, NY, United States",United States,US,-73.98021,40.76387,0,True,3,10.0
"Quality apartment, Quality location",Apartment,1918111,Mike,"Sydney, New South Wales, Australia",Not Specified,100.0,Private room,Real Bed,3,1125,2,50.0,1.0,1.0,1.0,1.0,strict_14_with_grace_period,300.0,AUD,"Potts Point, NSW, Australia",Australia,AU,151.22606,-33.86858,365,True,27,9.0
Grande chambre double -Plateau,Apartment,12335551,Sylvie,"Montreal, Quebec, Canada",Not Specified,100.0,Private room,Real Bed,1,1125,2,0.0,1.0,1.0,1.0,1.0,flexible,50.0,CAD,"Montréal, Québec, Canada",Canada,CA,-73.57775,45.53161,0,True,0,10.0
"Bright, Cozy room in Brooklyn",Apartment,19483885,Edgar,"Brooklyn, New York, United States",within an hour,100.0,Private room,Real Bed,1,90,2,20.0,1.0,1.0,1.0,1.0,strict_14_with_grace_period,60.0,USD,"Brooklyn, NY, United States",United States,US,-73.95951,40.69695,255,False,149,10.0
Excellent Location Gramercy Studio,Apartment,2610233,Julia,"New York, New York, United States",within a few hours,100.0,Entire home/apt,Real Bed,2,1125,3,30.0,2.0,0.0,1.0,1.0,strict_14_with_grace_period,221.0,USD,"New York, NY, United States",United States,US,-73.98593,40.73947,125,True,92,10.0
Large Lofted Brooklyn Studio,Loft,7579910,Christine,"New York, New York, United States",within a day,100.0,Entire home/apt,Real Bed,5,1125,2,98.0,1.0,1.0,1.0,1.0,moderate,105.0,USD,"Brooklyn, NY, United States",United States,US,-73.93944,40.69588,364,True,5,10.0
Sea View,Apartment,41313259,Ines,"Rio de Janeiro, State of Rio de Janeiro, Brazil",within a few hours,100.0,Entire home/apt,Pull-out Sofa,1,1125,6,0.0,1.0,2.0,6.0,2.0,strict_14_with_grace_period,298.0,BRL,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,-43.19931834008216,-22.981942430356344,302,True,15,9.0
Private room in artsy Brooklyn home,Apartment,41332081,Stephanie,"New York, New York, United States",Not Specified,100.0,Private room,Real Bed,3,7,2,0.0,1.0,1.0,1.0,1.5,moderate,85.0,USD,"Brooklyn, NY, United States",United States,US,-73.94884,40.67689,365,True,8,10.0
2 chambres Pour 4 personnes,Apartment,26013994,Rico,"Mulhouse, Alsace, France",Not Specified,100.0,Private room,Real Bed,1,1125,4,0.0,1.0,1.0,3.0,1.0,flexible,100.0,EUR,"Barcelona, Catalunya, Spain",Spain,ES,2.17607,41.37914,0,False,1,8.0
Charming Apt in Historic Harlem,Apartment,41385305,Khalid,"New York, New York, United States",Not Specified,100.0,Entire home/apt,Real Bed,2,4,2,0.0,1.0,1.0,1.0,1.0,strict_14_with_grace_period,80.0,USD,"New York, NY, United States",United States,US,-73.94694,40.81899,0,True,1,8.0
"Private outdoor shower, minutes from the beach!",House,37839136,Vacasa Hawaii,US,within an hour,96.0,Entire home/apt,Real Bed,2,180,2,12.0,2.0,1.0,1.0,1.0,strict_14_with_grace_period,90.0,USD,"Pahoa, HI, United States",United States,US,-154.93328,19.39404,365,True,14,9.0
Bright and Convenient 2 Br,Apartment,36264666,Dins,"New York, New York, United States",Not Specified,100.0,Entire home/apt,Real Bed,3,1125,6,0.0,1.0,2.0,3.0,1.0,flexible,240.0,USD,"New York, NY, United States",United States,US,-73.95128,40.80156,0,True,2,10.0
Best location in manhattan,Apartment,41464907,Furkan,"New York, New York, United States",Not Specified,100.0,Entire home/apt,Real Bed,1,1125,2,0.0,1.0,1.0,2.0,1.0,strict_14_with_grace_period,67.0,USD,"New York, NY, United States",United States,US,-73.9803,40.74086,0,True,1,10.0
"Casa do Castelo Fermedo,Arouca,preço quarto duplo",Villa,37301360,ManueLopes,PT,Not Specified,100.0,Private room,Real Bed,3,30,12,30.0,2.0,6.0,8.0,6.0,moderate,60.0,EUR-P,"Arouca, Aveiro, Portugal",Portugal,PT,-8.41995,40.97524,363,False,0,10.0
a room at moda / kadikoy / istanbul,Apartment,41598748,Melik,TR,Not Specified,100.0,Private room,Real Bed,1,6,1,0.0,1.0,1.0,1.0,1.0,flexible,90.0,TRY,"moda kadikoy, İstanbul, Turkey",Turkey,TR,29.02553,40.98431,365,True,0,10.0
Spacious Family Home in Coogee,House,41661356,Anat,"Sydney, New South Wales, Australia",Not Specified,100.0,Entire home/apt,Real Bed,7,7,5,0.0,1.0,3.0,5.0,2.0,flexible,399.0,AUD,"South Coogee, NSW, Australia",Australia,AU,151.24601,-33.9279,0,True,1,10.0
Duplex penthouse with pool in Meier,Apartment,41662921,Rodolfo,"Rio de Janeiro, State of Rio de Janeiro, Brazil",within a day,75.0,Entire home/apt,Real Bed,7,1125,10,150.0,10.0,3.0,7.0,3.0,strict_14_with_grace_period,701.0,BRL,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,-43.291460446886724,-22.905105601340335,362,False,0,10.0
QUIET AND COMFY 2BD WIFI GRACIA,Apartment,1744516,Silvia & Luís,"Barcelona, Catalonia, Spain",within an hour,100.0,Entire home/apt,Real Bed,3,1125,6,20.0,4.0,2.0,4.0,1.0,strict_14_with_grace_period,125.0,EUR,"Barcelona, Catalunya, Spain",Spain,ES,2.16375,41.40076,325,True,11,7.0
Exhibition Center- Beautiful 1BR Perfect Location!,Serviced apartment,38459934,Alejandro,"Montreal, Québec, Canada",within a few hours,90.0,Entire home/apt,Real Bed,30,1125,2,0.0,1.0,1.0,1.0,1.0,moderate,64.0,CAD,"Montréal, Québec, Canada",Canada,CA,-73.55844,45.5049,357,True,6,9.0
"Taksim flat(living room, kitchen, bath)",Apartment,6971016,Cagri,Istanbul,within an hour,100.0,Entire home/apt,Real Bed,4,1125,3,0.0,1.0,1.0,1.0,1.0,strict_14_with_grace_period,142.0,TRY,"İstanbul, İstanbul, Turkey",Turkey,TR,28.98221,41.03408,324,False,4,10.0
"Beautiful House, Views, Single King, Own Bathroom",House,11282081,Konrad,"Sydney, New South Wales, Australia",within an hour,100.0,Private room,Real Bed,2,28,1,25.0,1.0,1.0,1.0,1.5,moderate,55.0,AUD,"Carlingford, NSW, Australia",Australia,AU,151.04264,-33.77643,87,True,26,10.0
North Avalon Beach Apartment,Apartment,41798140,Angela,"Avalon Beach, New South Wales, Australia",within an hour,100.0,Entire home/apt,Real Bed,1,408,4,0.0,1.0,2.0,2.0,2.0,strict_14_with_grace_period,360.0,AUD,"Avalon Beach, NSW, Australia",Australia,AU,151.33898,-33.63278,296,True,110,10.0
Number283 - Your home abroad,Apartment,41800791,Secondright,PT,Not Specified,100.0,Entire home/apt,Real Bed,2,3,2,0.0,1.0,1.0,1.0,1.0,moderate,48.0,EUR-P,"Porto, Porto, Portugal",Portugal,PT,-8.59674,41.16001,0,True,0,10.0
Renatus Aparts,Aparthotel,41807335,Mehmet,"Istanbul, İstanbul, Turkey",within a day,50.0,Private room,Real Bed,1,1125,4,0.0,1.0,1.0,2.0,1.0,flexible,148.0,TRY,"Gaziosmanpaşa, İstanbul, Turkey",Turkey,TR,28.62613,41.02655,365,False,1,10.0
Superb designer appartment,Apartment,6544687,Michel,"Montreal, Quebec, Canada",Not Specified,100.0,Entire home/apt,Real Bed,7,27,3,0.0,1.0,2.0,2.0,1.0,flexible,90.0,CAD,"Montréal, Québec, Canada",Canada,CA,-73.57605,45.52591,0,True,0,10.0
Luxury Vacation Walk to Beach Ocean Condo Maui HI,Condominium,23190372,Rebecca,CA,within an hour,100.0,Entire home/apt,Real Bed,1,1124,7,0.0,6.0,2.0,3.0,2.0,strict_14_with_grace_period,190.0,USD,"Kihei, HI, United States",United States,US,-156.44725,20.72346,133,True,71,10.0
Room for two in amazing Surry Hills,Apartment,4116417,Gavin,"Surry Hills, New South Wales, Australia",within a few hours,100.0,Private room,Real Bed,2,7,2,0.0,1.0,1.0,1.0,1.5,flexible,95.0,AUD,"Surry Hills, NSW, Australia",Australia,AU,151.21041,-33.88421,0,True,65,9.0
Grand 3 1/2 au cœur de Montreal !,Apartment,9802529,Annie,"Montreal, Quebec, Canada",Not Specified,100.0,Entire home/apt,Real Bed,30,120,2,0.0,1.0,1.0,1.0,1.0,moderate,50.0,CAD,"Montréal, Québec, Canada",Canada,CA,-73.54717,45.54224,36,False,3,10.0
Centrally Located Balcony wSea View,Apartment,466302,Fati,"Istanbul, Istanbul, Turkey",within an hour,100.0,Private room,Real Bed,3,390,1,32.0,1.0,1.0,1.0,1.0,strict_14_with_grace_period,95.0,TRY,"istanbul, İstanbul, Turkey",Turkey,TR,28.97558,41.02783,354,False,1,8.0
Pablo house,Apartment,42019336,Pablo,ES,Not Specified,100.0,Entire home/apt,Real Bed,50,55,3,0.0,1.0,1.0,2.0,0.5,flexible,54.0,EUR,"Barcelona, Catalunya, Spain",Spain,ES,2.16502,41.4,363,True,0,10.0
Apartamento Ipanema vista lagoa,Apartment,42055332,Renata,"Niterói, State of Rio de Janeiro, Brazil",a few days or more,0.0,Entire home/apt,Real Bed,1,1125,4,0.0,1.0,2.0,4.0,3.0,moderate,1000.0,BRL,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,-43.199271780650776,-22.979186033760865,365,True,3,10.0
铭城宾馆 (3人房),Apartment,42099713,文杰,HK,within an hour,95.0,Private room,Real Bed,1,1125,3,80.0,1.0,1.0,2.0,1.0,moderate,581.0,HKD,"Hong Kong, Hong Kong Island, Hong Kong",Hong Kong,HK,114.18362,22.27796,180,True,27,9.0
Brooklyn Brownstone Private Room A,House,27738025,R. Kehinde,US,Not Specified,100.0,Private room,Real Bed,1,1125,2,0.0,1.0,1.0,1.0,1.0,flexible,50.0,USD,"Brooklyn , NY, United States",United States,US,-73.94038,40.67346,365,False,61,9.0
"Nice modern condo, JeanTalon Market",Condominium,29681367,Geneviève,"Montreal, Quebec, Canada",Not Specified,100.0,Entire home/apt,Real Bed,4,1125,4,50.0,2.0,1.0,2.0,1.0,strict_14_with_grace_period,60.0,CAD,"Montréal, Québec, Canada",Canada,CA,-73.60697,45.54161,0,True,6,10.0
Private room with your own backyard,Apartment,5555793,Lindsay,"New York, New York, United States",Not Specified,100.0,Private room,Real Bed,1,1125,1,0.0,1.0,1.0,1.0,1.0,flexible,65.0,USD,"Brooklyn, NY, United States",United States,US,-73.99607,40.67705,0,True,3,10.0
Free Spirit,Apartment,23718051,Alexandra,"Porto, Porto District, Portugal",within an hour,100.0,Entire home/apt,Real Bed,1,15,3,15.0,1.0,2.0,2.0,2.0,strict_14_with_grace_period,55.0,EUR-P,"Porto, Porto, Portugal",Portugal,PT,-8.63873,41.17677,365,True,11,9.0
Rambutan - Only 8min. walking from Paseo de Gracia,Serviced apartment,37224044,Kiwidestiny,"Barcelona, Catalonia, Spain",within an hour,100.0,Entire home/apt,Real Bed,2,30,4,0.0,4.0,1.0,2.0,1.0,moderate,188.0,EUR,"Barcelona, Catalunya, Spain",Spain,ES,2.14824,41.39453,291,True,3,10.0
New Townhouse close to Bondi Beach,Townhouse,42352783,Dj,"Rose Bay, New South Wales, Australia",Not Specified,100.0,Entire home/apt,Real Bed,1,1125,6,0.0,1.0,3.0,5.0,3.0,flexible,300.0,AUD,"Rose Bay, NSW, Australia",Australia,AU,151.27779,-33.86702,0,True,0,10.0
Oasis in the city centre,Apartment,7299809,Eric,HK,within a day,100.0,Entire home/apt,Real Bed,3,1125,3,0.0,1.0,0.0,2.0,1.0,strict_14_with_grace_period,699.0,HKD,"Hong Kong, Kowloon, Hong Kong",Hong Kong,HK,114.18485,22.32847,302,True,1,6.0
PISO MODERNO EN EL EIXAMPLE,Apartment,33748304,Luis,"Barcelona, Catalonia, Spain",within an hour,100.0,Entire home/apt,Real Bed,4,30,4,0.0,1.0,2.0,2.0,2.0,moderate,132.0,EUR,"Barcelona, Catalunya, Spain",Spain,ES,2.15484,41.37964,213,True,98,10.0
Cozy ensuite 1 min to MTR #5,House,41879549,Helen,HK,within an hour,100.0,Private room,Real Bed,1,1125,2,0.0,1.0,1.0,1.0,1.0,strict_14_with_grace_period,283.0,HKD,"Hong Kong, Kowloon, Hong Kong",Hong Kong,HK,114.16733,22.30657,349,True,115,8.0
